accelerometer_X,accelerometer_Y,accelerometer_Z
-4.151545,1.781286,2.173935
2.020706,3.706224,9.921572
1.762132,4.242526,8.078037
-0.445322,11.080365,6.756438
5.573702,13.43626,15.05474
1.781286,3.854665,7.685388
-4.941632,3.677494,4.376601
6.416461,-3.1795,-2.197877
18.780119,19.091364,25.775976
4.007894,13.273454999999998,5.683835
0.004788,-8.925583999999999,-4.19943
9.552865,6.196194,15.389929
2.853889,8.197747,11.425131
3.394978,-9.375694,-2.892196
7.1969710000000005,9.878476,0.7182609999999999
18.904617,15.370775,16.184803
2.978387,-0.948104,2.221819
0.430956,8.872911,2.475605
13.924677,6.224925,0.8906430000000001
1.58975,-6.933608,-4.003105000000001
1.733402,7.268797,2.662352
22.141577,17.166426,7.1969710000000005
2.75812,-0.138864,4.644751
-2.566584,4.582502,11.377247
22.720974,5.401319,2.413355
21.86385,12.014104,8.130709
-3.2321720000000003,7.479486,2.116475
-1.819593,-16.778566,-3.552995
4.161122,18.50239,9.562442
-0.2585739999999999,9.414001,3.96001
13.924677,6.224925,0.8906430000000001
1.58975,-6.933608,-4.003105000000001
1.733402,7.268797,2.662352
22.141577,17.166426,7.1969710000000005
2.75812,-0.138864,4.644751
-2.566584,4.582502,11.377247
22.720974,5.401319,2.413355
21.86385,12.014104,8.130709
-3.2321720000000003,7.479486,2.116475
-1.819593,-16.778566,-3.552995
4.161122,18.50239,9.562442
-0.2585739999999999,9.414001,3.96001
12.483368,13.421895,3.318364
10.405201,8.322245,1.3982139999999998
-7.220911999999999,8.010999,0.052672
25.914839,0.799663,8.872911
23.860615,14.264654,6.952762
0.622492,10.635044,-6.234501
-10.994174,-20.269312,-2.145205
5.78918,12.411542,4.616021
-3.126827,5.659893,2.384625
17.262194,-0.6991069999999999,-3.586514
22.031445,18.406622,1.5370780000000002
3.60088,12.368446,2.217031
-0.354342,-13.206416,-7.254430999999999
8.245631,21.691467000000003,7.599196000000001
18.641254,21.638796,5.31034
4.381389,-6.0764830000000005,-3.620033
26.499025,26.015396,11.324574
4.003105000000001,13.723564,-0.924162
23.654713,24.128765,-2.346318
-1.843535,10.381259,-1.388637
0.612916,-10.400413,0.0957679999999999
6.421249,29.022512,8.8777
5.214572,20.910957,8.30788
0.565032,-9.792285,-0.325611
-2.738967,4.458004,8.255207
-2.585738,7.244855,0.521936
-2.140416,-19.938911,-2.284068
30.119057,23.142353,-16.376339
-4.165911,7.268797,2.226608
-1.522712,-15.916653,1.92015
12.909535,28.543673,0.354342
-0.11971,16.591818,-0.071826
4.644751,-16.098612,-2.715025
5.736508000000001,13.55597,7.354988
-8.006210000000001,5.315128,2.284068
7.886500999999999,-12.397177,1.120486
30.674513,24.890121,-4.079719
1.187524,13.072341,-1.953669
1.44131,-14.585477,3.610456
6.0286,17.889475,-0.732626
15.35641,25.665842,-2.499546
0.550666,-3.926491,0.895431
-3.246537,8.75799,-3.605668
-1.345541,5.391742,-1.359906
17.860744,-3.758896,-3.394978
18.689138,22.256498,-1.335964
-0.143652,8.240842,-0.7038949999999999
0.80924,-20.618866,-1.489193
11.683704,5.822699,0.311246
3.816358,13.713987,7.771578999999999
9.840169,4.644751,-12.378023
11.894394,-12.871228,-0.6272810000000001
14.073117000000002,12.229582,22.237345
19.009962,32.671276,10.936713
-0.387861,-2.710236,-6.971914999999999
-0.871489,8.427589999999999,3.983952
3.318364,12.124237,-6.368576
4.012682,4.927267,18.579004
-5.683835,5.559336,0.067038
10.596737,25.924416,4.884172
6.335058,-7.580042,4.477157
-4.548983,7.465121000000001,2.619257
22.261288,11.429919,6.133945
5.688624,12.215217,10.749966
-6.976703,5.31034,-2.011129
7.891288999999999,-14.877569,5.482722
9.993398,16.050728,-0.2585739999999999
-4.165911,6.770803,-4.908113
-1.723825,-5.334281,-2.954445
18.722658,31.924286,5.631162000000001
-8.5473,6.50744,-0.579397
8.384495,-11.999739,-2.777274
3.155558,10.989386,0.794875
3.825935,-0.0239419999999999,35.98964
2.839523,3.65834,11.942278
-4.544194,6.612785000000001,1.2545620000000002
2.786851,18.918982,5.415684
3.20823,-6.708553,-1.608903
9.840169,4.644751,-12.378023
11.894394,-12.871228,-0.6272810000000001
14.073117000000002,12.229582,22.237345
19.009962,32.671276,10.936713
-0.387861,-2.710236,-6.971914999999999
-0.871489,8.427589999999999,3.983952
3.318364,12.124237,-6.368576
4.012682,4.927267,18.579004
-5.683835,5.559336,0.067038
10.596737,25.924416,4.884172
6.335058,-7.580042,4.477157
-4.548983,7.465121000000001,2.619257
22.261288,11.429919,6.133945
5.688624,12.215217,10.749966
-6.976703,5.31034,-2.011129
7.891288999999999,-14.877569,5.482722
9.993398,16.050728,-0.2585739999999999
-4.165911,6.770803,-4.908113
-1.723825,-5.334281,-2.954445
18.722658,31.924286,5.631162000000001
-8.5473,6.50744,-0.579397
8.384495,-11.999739,-2.777274
3.155558,10.989386,0.794875
3.825935,-0.0239419999999999,35.98964
2.839523,3.65834,11.942278
-4.544194,6.612785000000001,1.2545620000000002
2.786851,18.918982,5.415684
3.20823,-6.708553,-1.608903
-4.419696,4.750097,4.209007
28.629864,26.125528,1.331176
14.073117000000002,12.229582,22.237345
19.009962,32.671276,10.936713
-0.387861,-2.710236,-6.971914999999999
-0.871489,8.427589999999999,3.983952
3.318364,12.124237,-6.368576
4.012682,4.927267,18.579004
-5.683835,5.559336,0.067038
10.596737,25.924416,4.884172
6.335058,-7.580042,4.477157
-4.548983,7.465121000000001,2.619257
22.261288,11.429919,6.133945
5.688624,12.215217,10.749966
-6.976703,5.31034,-2.011129
7.891288999999999,-14.877569,5.482722
9.993398,16.050728,-0.2585739999999999
-4.165911,6.770803,-4.908113
-1.723825,-5.334281,-2.954445
18.722658,31.924286,5.631162000000001
-8.5473,6.50744,-0.579397
8.384495,-11.999739,-2.777274
3.155558,10.989386,0.794875
3.825935,-0.0239419999999999,35.98964
2.839523,3.65834,11.942278
-4.544194,6.612785000000001,1.2545620000000002
2.786851,18.918982,5.415684
3.20823,-6.708553,-1.608903
-4.419696,4.750097,4.209007
28.629864,26.125528,1.331176
3.284845,-0.162806,-4.486733999999999
-2.748543,5.683835,-1.16837
-0.387861,-2.710236,-6.971914999999999
-0.871489,8.427589999999999,3.983952
3.318364,12.124237,-6.368576
4.012682,4.927267,18.579004
-5.683835,5.559336,0.067038
10.596737,25.924416,4.884172
6.335058,-7.580042,4.477157
-4.548983,7.465121000000001,2.619257
22.261288,11.429919,6.133945
5.688624,12.215217,10.749966
-6.976703,5.31034,-2.011129
7.891288999999999,-14.877569,5.482722
9.993398,16.050728,-0.2585739999999999
-4.165911,6.770803,-4.908113
-1.723825,-5.334281,-2.954445
18.722658,31.924286,5.631162000000001
-8.5473,6.50744,-0.579397
8.384495,-11.999739,-2.777274
3.155558,10.989386,0.794875
3.825935,-0.0239419999999999,35.98964
2.839523,3.65834,11.942278
-4.544194,6.612785000000001,1.2545620000000002
2.786851,18.918982,5.415684
3.20823,-6.708553,-1.608903
-4.419696,4.750097,4.209007
28.629864,26.125528,1.331176
3.284845,-0.162806,-4.486733999999999
-2.748543,5.683835,-1.16837
0.617704,-8.178592,-4.668693
16.864758,27.710491,7.958327000000001
3.318364,12.124237,-6.368576
4.012682,4.927267,18.579004
-5.683835,5.559336,0.067038
10.596737,25.924416,4.884172
6.335058,-7.580042,4.477157
-4.548983,7.465121000000001,2.619257
22.261288,11.429919,6.133945
5.688624,12.215217,10.749966
-6.976703,5.31034,-2.011129
7.891288999999999,-14.877569,5.482722
9.993398,16.050728,-0.2585739999999999
-4.165911,6.770803,-4.908113
-1.723825,-5.334281,-2.954445
18.722658,31.924286,5.631162000000001
-8.5473,6.50744,-0.579397
8.384495,-11.999739,-2.777274
3.155558,10.989386,0.794875
3.825935,-0.0239419999999999,35.98964
2.839523,3.65834,11.942278
-4.544194,6.612785000000001,1.2545620000000002
2.786851,18.918982,5.415684
3.20823,-6.708553,-1.608903
-4.419696,4.750097,4.209007
28.629864,26.125528,1.331176
3.284845,-0.162806,-4.486733999999999
-2.748543,5.683835,-1.16837
0.617704,-8.178592,-4.668693
16.864758,27.710491,7.958327000000001
2.920926,14.465767,3.040636
8.916007,14.834473999999998,-18.957289000000003
-5.683835,5.559336,0.067038
10.596737,25.924416,4.884172
6.335058,-7.580042,4.477157
-4.548983,7.465121000000001,2.619257
22.261288,11.429919,6.133945
5.688624,12.215217,10.749966
-6.976703,5.31034,-2.011129
7.891288999999999,-14.877569,5.482722
9.993398,16.050728,-0.2585739999999999
-4.165911,6.770803,-4.908113
-1.723825,-5.334281,-2.954445
18.722658,31.924286,5.631162000000001
-8.5473,6.50744,-0.579397
8.384495,-11.999739,-2.777274
3.155558,10.989386,0.794875
3.825935,-0.0239419999999999,35.98964
2.839523,3.65834,11.942278
-4.544194,6.612785000000001,1.2545620000000002
2.786851,18.918982,5.415684
3.20823,-6.708553,-1.608903
-4.419696,4.750097,4.209007
28.629864,26.125528,1.331176
3.284845,-0.162806,-4.486733999999999
-2.748543,5.683835,-1.16837
0.617704,-8.178592,-4.668693
16.864758,27.710491,7.958327000000001
2.920926,14.465767,3.040636
8.916007,14.834473999999998,-18.957289000000003
23.530214,11.463438,-3.648763
2.542642,11.190498,2.853889
6.335058,-7.580042,4.477157
-4.548983,7.465121000000001,2.619257
22.261288,11.429919,6.133945
5.688624,12.215217,10.749966
-6.976703,5.31034,-2.011129
7.891288999999999,-14.877569,5.482722
9.993398,16.050728,-0.2585739999999999
-4.165911,6.770803,-4.908113
-1.723825,-5.334281,-2.954445
18.722658,31.924286,5.631162000000001
-8.5473,6.50744,-0.579397
8.384495,-11.999739,-2.777274
3.155558,10.989386,0.794875
3.825935,-0.0239419999999999,35.98964
2.839523,3.65834,11.942278
-4.544194,6.612785000000001,1.2545620000000002
2.786851,18.918982,5.415684
3.20823,-6.708553,-1.608903
-4.419696,4.750097,4.209007
28.629864,26.125528,1.331176
3.284845,-0.162806,-4.486733999999999
-2.748543,5.683835,-1.16837
0.617704,-8.178592,-4.668693
16.864758,27.710491,7.958327000000001
2.920926,14.465767,3.040636
8.916007,14.834473999999998,-18.957289000000003
23.530214,11.463438,-3.648763
2.542642,11.190498,2.853889
4.505888,-11.693281,-3.294421
20.867863,26.187778,10.357317
22.261288,11.429919,6.133945
5.688624,12.215217,10.749966
-6.976703,5.31034,-2.011129
7.891288999999999,-14.877569,5.482722
9.993398,16.050728,-0.2585739999999999
-4.165911,6.770803,-4.908113
-1.723825,-5.334281,-2.954445
18.722658,31.924286,5.631162000000001
-8.5473,6.50744,-0.579397
8.384495,-11.999739,-2.777274
3.155558,10.989386,0.794875
3.825935,-0.0239419999999999,35.98964
2.839523,3.65834,11.942278
-4.544194,6.612785000000001,1.2545620000000002
2.786851,18.918982,5.415684
3.20823,-6.708553,-1.608903
-4.419696,4.750097,4.209007
28.629864,26.125528,1.331176
3.284845,-0.162806,-4.486733999999999
-2.748543,5.683835,-1.16837
0.617704,-8.178592,-4.668693
16.864758,27.710491,7.958327000000001
2.920926,14.465767,3.040636
8.916007,14.834473999999998,-18.957289000000003
23.530214,11.463438,-3.648763
2.542642,11.190498,2.853889
4.505888,-11.693281,-3.294421
20.867863,26.187778,10.357317
-2.020706,14.121001,1.177947
7.1395100000000005,-11.372458,-5.401319
-6.976703,5.31034,-2.011129
7.891288999999999,-14.877569,5.482722
9.993398,16.050728,-0.2585739999999999
-4.165911,6.770803,-4.908113
-1.723825,-5.334281,-2.954445
18.722658,31.924286,5.631162000000001
-8.5473,6.50744,-0.579397
8.384495,-11.999739,-2.777274
3.155558,10.989386,0.794875
3.825935,-0.0239419999999999,35.98964
2.839523,3.65834,11.942278
-4.544194,6.612785000000001,1.2545620000000002
